Circulating Library,Destination Library,Transit ID
Wernersville Public Library,RPL - Southeast Branch Library,86
Wernersville Public Library,Reading Public Library RPL - Main,134
Wernersville Public Library,Robesonia Community Library,76
Wernersville Public Library,Schuylkill Valley Community Library,135
Wernersville Public Library,Sinking Spring Library,146
Wernersville Public Library,Spring Township Library,268
Wernersville Public Library,Village Library of Morgantown,121
Wernersville Public Library,Wernersville Public Library,52
Wernersville Public Library,West Lawn-Wyomissing Hills Library,109
Wernersville Public Library,Womelsdorf Community Library,129
West Lawn-Wyomissing Hills Library,BCPL - Headquarters,8
West Lawn-Wyomissing Hills Library,Bernville Area Community Library,123
West Lawn-Wyomissing Hills Library,Bethel Tulpehocken Public Library,289
West Lawn-Wyomissing Hills Library,Boone Area Library,193
West Lawn-Wyomissing Hills Library,Boyertown Community Library,590
West Lawn-Wyomissing Hills Library,Brandywine Community Library,232
West Lawn-Wyomissing Hills Library,Exeter Community Library,654
West Lawn-Wyomissing Hills Library,Fleetwood Area Public Library,275
West Lawn-Wyomissing Hills Library,Hamburg Public Library,230
West Lawn-Wyomissing Hills Library,Kutztown Community Library,277
West Lawn-Wyomissing Hills Library,Mifflin Community Library,412
West Lawn-Wyomissing Hills Library,Muhlenberg Community Library,200
West Lawn-Wyomissing Hills Library,RACC,18
West Lawn-Wyomissing Hills Library,RPL - Northeast Branch,75
West Lawn-Wyomissing Hills Library,RPL - Northwest Branch Library,26
West Lawn-Wyomissing Hills Library,RPL - Senior Outreach,28
West Lawn-Wyomissing Hills Library,RPL - Southeast Branch Library,137
West Lawn-Wyomissing Hills Library,Reading Public Library RPL - Main,185
West Lawn-Wyomissing Hills Library,Robesonia Community Library,101
West Lawn-Wyomissing Hills Library,Schuylkill Valley Community Library,151
West Lawn-Wyomissing Hills Library,Sinking Spring Library,158
West Lawn-Wyomissing Hills Library,Spring Township Library,345
West Lawn-Wyomissing Hills Library,Village Library of Morgantown,151
West Lawn-Wyomissing Hills Library,Wernersville Public Library,176
West Lawn-Wyomissing Hills Library,West Lawn-Wyomissing Hills Library,88
West Lawn-Wyomissing Hills Library,Womelsdorf Community Library,159
Western Pocono Community Library,Allentown Public Library,42
Western Pocono Community Library,Bangor Public Library,57
Western Pocono Community Library,Barrett Paradise Friendly Library,118
Western Pocono Community Library,Barrett Paradise Friendly Library System,2
Western Pocono Community Library,Bethlehem Bookmobile,30
Western Pocono Community Library,Bethlehem Coolidge Branch,19
Western Pocono Community Library,Bethlehem Main Library,103
Western Pocono Community Library,Bethlehem South Side Branch,8
Western Pocono Community Library,Clymer Library,151
Western Pocono Community Library,Coplay Public Library,3
Western Pocono Community Library,Dimmick Main Library,3
Western Pocono Community Library,Easton Main Library,67
Western Pocono Community Library,Easton Palmer Branch,109
Western Pocono Community Library,Emmaus Public Library,66
Western Pocono Community Library,Hughes Library,666
Western Pocono Community Library,Lehighton Area Memorial Library,26
Western Pocono Community Library,Lower Macungie Library,98
Western Pocono Community Library,Monroe County Bookmobile,131
Western Pocono Community Library,Palmerton Area Library,9
Western Pocono Community Library,Parkland Community Library,144
Western Pocono Community Library,Penn-Kidder Branch,2
Western Pocono Community Library,Pocono Mountain Public Library,84
Western Pocono Community Library,Pocono Township Branch,151
Western Pocono Community Library,Public Library of Catasauqua,58
Western Pocono Community Library,Slatington Public Library,4
Western Pocono Community Library,Smithfield Branch,273
Western Pocono Community Library,Southern Lehigh Public Library,29
Western Pocono Community Library,Western Pocono Community Library,51
Western Pocono Community Library,Western Pocono Community Library System,1
Western Pocono Community Library,Whitehall Township Public Library,24
Westfield Public Library,Blossburg Memorial Library,14
Westfield Public Library,Coudersport Public Library,24
Westfield Public Library,Elkland Area Community Library,6
Westfield Public Library,Galeton Public Library,1
Westfield Public Library,Genesee Area Library,2
Westfield Public Library,Green Free Library (Wellsboro),46
Westfield Public Library,Knoxville Public Library,6
Westfield Public Library,Mansfield Free Public Library,23
Westfield Public Library,Oswayo Valley Memorial Library,42
Westfield Public Library,Ulysses Library Association,1
Whitehall Township Public Library,Allentown Public Library,168
Whitehall Township Public Library,Bangor Public Library,67
Whitehall Township Public Library,Barrett Paradise Friendly Library,23
Whitehall Township Public Library,Barrett Paradise Friendly Library System,1
Whitehall Township Public Library,Bethlehem Bookmobile,23
Whitehall Township Public Library,Bethlehem Coolidge Branch,45
Whitehall Township Public Library,Bethlehem Main Library,255
Whitehall Township Public Library,Bethlehem South Side Branch,26
Whitehall Township Public Library,Clymer Library,19
Whitehall Township Public Library,Coplay Public Library,67
Whitehall Township Public Library,Dimmick Main Library,123
Whitehall Township Public Library,Easton Main Library,106
Whitehall Township Public Library,Easton Palmer Branch,202
Whitehall Township Public Library,Emmaus Public Library,704
Whitehall Township Public Library,Hughes Library,176
Whitehall Township Public Library,Lehighton Area Memorial Library,341
Whitehall Township Public Library,Lower Macungie Library,1970
Whitehall Township Public Library,Monroe County Bookmobile,25
Whitehall Township Public Library,Palmerton Area Library,230
Whitehall Township Public Library,Parkland Community Library,3017
Whitehall Township Public Library,Penn-Kidder Branch,71
Whitehall Township Public Library,Pocono Mountain Public Library,26
Whitehall Township Public Library,Pocono Township Branch,21
Whitehall Township Public Library,Public Library of Catasauqua,213
Whitehall Township Public Library,Slatington Public Library,111
Whitehall Township Public Library,Smithfield Branch,239
Whitehall Township Public Library,Southern Lehigh Public Library,908
Whitehall Township Public Library,Western Pocono Community Library,64
Whitehall Township Public Library,Whitehall Township Public Library,192
Williamsburg Public Library,Abington Community Library,40
Williamsburg Public Library,Albright Memorial Library,32
Williamsburg Public Library,Altoona Area Public Library,119
Williamsburg Public Library,Beaverdale Public Library,3
Williamsburg Public Library,Bedford County Library,23
Williamsburg Public Library,Bellwood-Antis Public Library,16
Williamsburg Public Library,Cambria County Library,20
Williamsburg Public Library,Carbondale Public Library,11
Williamsburg Public Library,Carrolltown Public Library,2
Williamsburg Public Library,Claysburg Area Public Library,7
Williamsburg Public Library,Cresson Public Library,3
Williamsburg Public Library,Dalton Community Library,4
Williamsburg Public Library,Ebensburg Public Library,4
Williamsburg Public Library,Everett Free Library,23
Williamsburg Public Library,Gallitzin Public Library,1
Williamsburg Public Library,Hastings Public Library,1
Williamsburg Public Library,Highland Community Library,8
Williamsburg Public Library,Hollidaysburg Area Public Library,98
Williamsburg Public Library,Home Delivery,4
Williamsburg Public Library,Huntingdon County Library,39
Williamsburg Public Library,Hyndman-Londonderry Public Library,1
Williamsburg Public Library,Lackawanna County Children's Library,8
Williamsburg Public Library,Martinsburg Community Library,56
Williamsburg Public Library,Nancy Kay Holmes Branch Library,8
Williamsburg Public Library,Nanty Glo Public Library,1
Williamsburg Public Library,North Pocono Public Library,21
Williamsburg Public Library,Northern Cambria Public Library,8
Williamsburg Public Library,Patton Public Library,1
Williamsburg Public Library,Portage Public Library,4
Williamsburg Public Library,Roaring Spring Community Library,11
Williamsburg Public Library,Saxton Community Library,1
Williamsburg Public Library,South Fork Public Library,1
Williamsburg Public Library,Taylor Community Library,16
Williamsburg Public Library,Tyrone-Snyder Public Library,55
Williamsburg Public Library,Valley Community Library,24
Williamsburg Public Library,Williamsburg Public Library,2
Windber Public Library,Beaverdale Public Library,1
Windber Public Library,Bedford County Library,16
Windber Public Library,Cambria County Library,3
Windber Public Library,Conemaugh Township Branch,25
Windber Public Library,Everett Free Library,14
Windber Public Library,Highland Community Library,1
Windber Public Library,Hyndman-Londonderry Public Library,2
Windber Public Library,Lilly Washington Public Library,1
Windber Public Library,Mary S. Biesecker Main Library,8
Windber Public Library,Meyersdale Public Library,13
Windber Public Library,Saxton Community Library,2
Windber Public Library,Somerset County Bookmobile,81
Windber Public Library,Somerset County Library,64
Windber Public Library,Windber Public Library,2
Womelsdorf Community Library,BCPL - Headquarters,10
Womelsdorf Community Library,Bernville Area Community Library,108
Womelsdorf Community Library,Bethel Tulpehocken Public Library,242
Womelsdorf Community Library,Boone Area Library,125
Womelsdorf Community Library,Boyertown Community Library,469
Womelsdorf Community Library,Brandywine Community Library,144
Womelsdorf Community Library,Exeter Community Library,510
Womelsdorf Community Library,Fleetwood Area Public Library,252
Womelsdorf Community Library,Hamburg Public Library,231
Womelsdorf Community Library,Kutztown Community Library,247
Womelsdorf Community Library,Mifflin Community Library,323
Womelsdorf Community Library,Muhlenberg Community Library,170
Womelsdorf Community Library,RACC,10
Womelsdorf Community Library,RPL - Northeast Branch,63
Womelsdorf Community Library,RPL - Northwest Branch Library,14
Womelsdorf Community Library,RPL - Senior Outreach,31
Womelsdorf Community Library,RPL - Southeast Branch Library,83
Womelsdorf Community Library,Reading Public Library RPL - Main,139
